Reference #,Incident ID,Assigned Account,Severity,Status,Status Type,Subject,Product ID,Organisation ID,Date Closed,Date Created,Contact ID,Category ID
140901-000002,7584,Jahangir Ali,Urgent,Solved,Solved,Installing ORN after our upgrades,Other,1760,01-09-2014 13:08,01-09-2014 12:07,36818,No Value
140901-000003,7585,Michael Warman,Medium,Solved,Solved,my Deposit,Business Engagement Systems,473,22-09-2014 16:51,01-09-2014 12:49,36841,No Value
140901-000004,7586,Jahangir Ali,Low,Solved,Solved,Sent file attachment issue,Other,16187,01-09-2014 15:15,01-09-2014 15:15,37708,No Value
140901-000005,7587,Jahangir Ali,Medium,Solved,Solved,Messages are not saving,Incidents,50,02-09-2014 10:47,01-09-2014 16:14,36867,No Value
140901-000006,7588,Jahangir Ali,Low,Solved,Solved,Change of text,Customer Portal,1760,01-10-2014 12:04,01-09-2014 16:29,36694,No Value
140903-000000,7591,Jahangir Ali,Urgent,Solved,Solved,Grocery Aid Right Now,Workspaces,473,03-09-2014 10:59,03-09-2014 09:16,34313,No Value
140903-000001,7592,Jahangir Ali,Medium,Solved,Solved,licensed trade RN,Logins,473,03-09-2014 12:22,03-09-2014 11:41,2713,No Value
140903-000002,7593,Michael Warman,Low,Solved,Solved,Adam Wilkinson catch up,Other,473,03-09-2014 12:41,03-09-2014 12:41,37593,No Value
140904-000000,7595,Jahangir Ali,High,Solved,Solved,CiC - Call Logs and Call Duration Issue,Other,473,02-11-2014 22:40,04-09-2014 09:36,36812,No Value
140904-000001,7596,Jahangir Ali,Low,Solved,Solved,licensed trade RN,Logins,473,04-09-2014 11:44,04-09-2014 11:24,2713,No Value
140904-000002,7597,Jahangir Ali,Low,Solved,Solved,LTC rightnow,Logins,473,04-09-2014 12:18,04-09-2014 11:58,34313,No Value
140905-000000,7599,Jahangir Ali,Low,Solved,Solved,Upside Chat Room,Other,1760,10-09-2014 10:07,05-09-2014 07:27,36632,No Value
140905-000002,7601,Jahangir Ali,Low,Solved,Solved,test,Internal Process,473,05-09-2014 11:03,05-09-2014 10:59,37367,No Value
140905-000004,7602,Jahangir Ali,Medium,Solved,Solved,Grocery Aid Right Now,Other,473,05-09-2014 14:31,05-09-2014 11:24,34313,No Value
140905-000003,7603,Jahangir Ali,Low,Solved,Solved,Saving private notes,Workspaces,1760,05-09-2014 11:34,05-09-2014 11:34,36694,No Value
140905-000005,7604,Jahangir Ali,Low,Solved,Solved,test connectassist,Internal Process,473,05-09-2014 13:14,05-09-2014 13:12,37715,No Value
140907-000000,7605,Jahangir Ali,Medium,Solved,Solved,LTC RightNow,Other,473,08-09-2014 10:56,07-09-2014 20:34,2713,No Value
140908-000000,7606,Jahangir Ali,Low,Solved,Solved,KB Display issues,Customer Portal,50,08-09-2014 10:43,08-09-2014 10:14,36689,No Value
140908-000001,7607,Jahangir Ali,Medium,Solved,Solved,Response to Object Forwarding created new SR,Custom Application,16187,16-09-2014 09:29,08-09-2014 11:15,37688,No Value
140908-000002,7608,Jahangir Ali,Low,Solved,Solved,upside chat room,Other,1760,08-09-2014 15:13,08-09-2014 12:18,36694,No Value
140908-000003,7609,Jahangir Ali,Low,Solved,Solved,NHSRF fields,Internal Process,473,08-09-2014 13:45,08-09-2014 13:45,1607,No Value
140908-000004,7610,Jahangir Ali,High,Solved,Solved,Incidents on RBL Rightnow,Internal Process,473,09-09-2014 12:48,08-09-2014 14:10,2722,No Value
140908-000005,7611,Jahangir Ali,Low,Solved,Solved,test connectassist,Other,473,08-09-2014 14:18,08-09-2014 14:14,37715,No Value
140908-000006,7612,Jahangir Ali,Medium,Solved,Solved,test connectassist,Other,473,08-09-2014 14:20,08-09-2014 14:16,37715,No Value
140908-000007,7613,Jahangir Ali,High,Solved,Solved,test,Other,473,08-09-2014 14:19,08-09-2014 14:18,37715,No Value
140909-000000,7614,Jahangir Ali,Medium,Solved,Solved,Turn2us RightNow,Profiles / Staff Accounts,473,09-09-2014 12:00,09-09-2014 11:09,1243,No Value
140909-000004,7615,Jahangir Ali,Low,Solved,Solved,Duplicate Email,Other,16187,17-09-2014 09:03,09-09-2014 12:47,37719,No Value
140909-000009,7616,Jahangir Ali,Low,Solved,Solved,Support Account Password Assistance,Other,16187,09-09-2014 13:47,09-09-2014 12:59,37719,No Value
140909-000010,7617,Jahangir Ali,Urgent,Solved,Solved,Grocery Aid Right Now,Workspaces,473,09-09-2014 14:14,09-09-2014 13:37,34313,No Value
140909-000011,7618,Natalie Jones,Low,Solved,Solved,Introductory Meetings,Internal Process,473,21-05-2015 13:24,09-09-2014 14:32,37720,No Value
140909-000014,7620,Natalie Jones,No Value,Solved,Solved,Equipment Set up / Logistics,Internal Process,473,21-05-2015 13:00,09-09-2014 16:53,37720,No Value
140909-000017,7621,Jahangir Ali,Low,Solved,Solved,News items in date order on i-HOP,Customer Portal,1760,11-09-2014 14:12,09-09-2014 17:28,36818,No Value
140910-000000,7622,Natalie Jones,No Value,Solved,Solved,Process Mapping,Internal Process,473,30-06-2015 10:07,10-09-2014 11:54,37720,No Value
140910-000002,7624,Jahangir Ali,Low,Solved,Solved,Caravan RN,Other,473,10-09-2014 15:00,10-09-2014 14:16,2713,No Value
140910-000003,7625,Michael Warman,Low,Solved,Solved,Meeting with Natalie Jones,Internal Process,473,24-01-2015 05:38,10-09-2014 15:47,37720,No Value
140910-000005,7626,Jahangir Ali,Low,Solved,Solved,Setting up a new user in CA Support,Profiles / Staff Accounts,473,11-09-2014 09:45,10-09-2014 17:40,37720,No Value
140911-000001,7627,Jahangir Ali,Low,Solved,Solved,upside factsheets,Other,1760,11-09-2014 11:57,11-09-2014 11:14,36632,No Value
140911-000004,7628,Natalie Jones,No Value,Solved,Solved,Completing Time Billed,Internal Process,473,25-09-2015 11:26,11-09-2014 12:45,37720,No Value
140911-000005,7629,Natalie Jones,No Value,Solved,Solved,Create/Update New PS Team Member Starter Info Guide,Internal Process,473,21-05-2015 11:28,11-09-2014 12:59,37720,No Value
140911-000006,7630,Jahangir Ali,Low,Solved,Solved,Right now new user,Internal Process,473,11-09-2014 15:53,11-09-2014 14:02,2713,No Value
140911-000007,7631,Gareth Toon,Low,Ongoing,Unresolved,Meetings (Internal),Internal Process,473,No Value,11-09-2014 15:03,55504,No Value
140912-000000,7632,Natalie Jones,No Value,Solved,Solved,Trello Admin,Internal Process,473,21-05-2015 11:21,12-09-2014 17:18,37720,No Value
140914-000002,7634,Ross Handby,No Value,Solved,Solved,Hand Over to Natalie,Internal Process,473,10-10-2014 09:36,14-09-2014 19:58,37367,No Value
140914-000003,7635,Jahangir Ali,Low,Solved,Solved,CASupport  Profile,Internal Process,473,14-09-2014 21:47,14-09-2014 21:47,1607,No Value
140915-000001,7636,Jahangir Ali,Low,Solved,Solved,Incident subject all set to - iON Xerox Fax,Incidents,16187,01-10-2014 09:53,15-09-2014 12:44,37719,No Value
140915-000002,7637,Jahangir Ali,Low,Solved,Solved,RightNow access ,Internal Process,473,15-09-2014 13:10,15-09-2014 13:10,1607,No Value
140915-000003,7638,Jahangir Ali,Medium,Solved,Solved,Password Reset,Internal Process,473,15-09-2014 13:29,15-09-2014 13:29,37256,No Value
140915-000000,7639,Bethan Morris,Low,Solved,Solved,Introductory Meetings,Internal Process,473,10-10-2014 10:53,15-09-2014 13:59,37725,No Value
140915-000004,7640,Natalie Jones,Low,Solved,Solved,Meet with Sharon,Internal Process,473,21-05-2015 12:35,15-09-2014 14:10,37720,No Value
140916-000002,7642,Jahangir Ali,Low,Solved,Solved,Review KB,Internal Process,473,16-09-2014 11:35,16-09-2014 11:35,1607,No Value
140916-000003,7643,Bethan Morris,Low,Solved,Solved,Training - Contact Centre,Internal Process,473,16-09-2014 14:54,16-09-2014 14:54,37725,No Value
140916-000004,7644,Bethan Morris,Low,Solved,Solved,Meeting with Rusty,Internal Process,473,16-09-2014 14:56,16-09-2014 14:56,37725,No Value
140916-000005,7645,Bethan Morris,Low,Solved,Solved,Training - ISMS,Internal Process,473,16-09-2014 15:29,16-09-2014 15:29,37725,No Value
140916-000006,7646,Bethan Morris,Low,Solved,Solved,Training,Internal Process,473,10-10-2014 10:49,16-09-2014 15:31,37725,No Value
140916-000007,7647,Bethan Morris,Low,Solved,Solved,Training,Internal Process,473,10-10-2014 10:50,16-09-2014 15:33,37725,No Value
140916-000008,7648,Bethan Morris,Low,Solved,Solved,Training,Internal Process,473,10-10-2014 10:50,16-09-2014 16:05,37725,No Value
140916-000009,7649,Bethan Morris,Low,Solved,Solved,Training,Internal Process,473,10-10-2014 10:51,16-09-2014 16:49,37725,No Value
140916-000010,7650,Natalie Jones,Low,Solved,Solved,Computer Issues & Certus IT,Internal Process,473,29-07-2016 17:04,16-09-2014 17:51,37720,No Value
140917-000000,7651,Michael Warman,Medium,Solved,Solved,Certus - Dealing with issues,Other,473,05-11-2014 18:02,17-09-2014 09:10,37720,No Value
140917-000002,7653,Bethan Morris,Low,Solved,Solved,Meeting - with Richard,Internal Process,473,17-09-2014 10:03,17-09-2014 10:03,37725,No Value
140917-000003,7654,Bethan Morris,Low,Solved,Solved,Meeting - with Adam,Internal Process,473,17-09-2014 11:35,17-09-2014 11:35,37725,No Value
140917-000004,7655,Bethan Morris,Low,Solved,Solved,Meeting with NexGen,Internal Process,473,17-09-2014 11:49,17-09-2014 11:49,37725,No Value
140917-000005,7656,Jahangir Ali,Medium,Solved,Solved,Confirmation required,Customer Portal,1760,17-09-2014 13:32,17-09-2014 12:13,36694,No Value
140917-000006,7657,Jahangir Ali,Medium,Solved,Solved,Confirmation required,Customer Portal,473,17-09-2014 13:37,17-09-2014 12:13,2748,No Value
140917-000007,7658,Bethan Morris,Low,Solved,Solved,Meeting with Ross,Internal Process,473,17-09-2014 16:38,17-09-2014 16:38,37725,No Value
140917-000008,7659,Bethan Morris,Low,Solved,Solved,Training - PM processes,Internal Process,473,10-10-2014 10:52,17-09-2014 16:39,37725,No Value
140918-000000,7660,Mike Griffiths,Low,Solved,Solved,TST1 - Interface field missing from Template workspace,Workspaces,16183,18-09-2014 11:16,18-09-2014 11:16,36915,No Value
140918-000001,7661,Jahangir Ali,Low,Solved,Solved,Oracle reporting,Analytics,16227,19-09-2014 11:47,18-09-2014 11:38,36817,No Value
140918-000003,7663,Jahangir Ali,Low,Solved,Solved,ESN access,Profiles / Staff Accounts,473,18-09-2014 12:44,18-09-2014 12:34,37593,No Value
140918-000004,7664,Jahangir Ali,Low,Solved,Solved,test connectassist,Other,473,18-09-2014 12:45,18-09-2014 12:42,37715,No Value
140918-000006,7665,Bethan Morris,Medium,Solved,Solved,Change Request - Concurrent Login,Internal Projects,473,06-09-2016 11:30,18-09-2014 15:16,1243,No Value
140918-000007,7666,Jahangir Ali,Low,Solved,Solved,I-Hop Report - Web Visit Issue,Other,1760,01-10-2014 15:24,18-09-2014 15:45,37728,No Value
140918-000008,7667,Bethan Morris,Low,Solved,Solved,Project Overview,Internal Process,473,24-02-2016 12:30,18-09-2014 16:57,37725,No Value
140918-000009,7668,Bethan Morris,Low,Solved,Solved,Meeting,Internal Process,473,18-09-2014 16:58,18-09-2014 16:58,37725,No Value
140919-000000,7669,Jahangir Ali,Urgent,Solved,Solved,Grocery Aid Right Now,Workspaces,473,19-09-2014 12:14,19-09-2014 10:55,34313,No Value
140919-000001,7670,Natalie Jones,No Value,Solved,Solved,Meet with Sales,Internal Process,473,21-05-2015 13:22,19-09-2014 13:43,37720,No Value
140919-000002,7671,Natalie Jones,No Value,Solved,Solved,Meet with Steve Picket,Internal Projects,473,21-05-2015 13:24,19-09-2014 13:50,37720,No Value
140919-000003,7672,Natalie Jones,Low,Solved,Solved,Celoxis Admin,Internal Process,473,06-09-2016 11:30,19-09-2014 14:01,37720,No Value
140919-000004,7673,Jahangir Ali,Medium,Solved,Solved,I-HOP ,Customer Portal,1760,22-09-2014 11:06,19-09-2014 14:30,36911,No Value
140922-000000,7674,Jahangir Ali,High,Solved,Solved,The lighthouse club right now access,Logins,473,22-09-2014 10:12,22-09-2014 10:02,37314,No Value
140922-000001,7675,Jahangir Ali,Urgent,Solved,Solved,KS RN,Workspaces,473,22-09-2014 13:51,22-09-2014 12:56,36605,No Value
140922-000002,7676,Jahangir Ali,Medium,Solved,Solved,T2U RN,Workspaces,473,22-09-2014 13:46,22-09-2014 12:58,36605,No Value
140922-000004,7677,Jahangir Ali,Urgent,Solved,Solved,Grocery Aid Right Now,Workspaces,473,22-09-2014 15:47,22-09-2014 14:50,34313,No Value
140922-000005,7678,Jahangir Ali,Urgent,Solved,Solved,KN RN,Workspaces,473,22-09-2014 15:16,22-09-2014 14:54,36605,No Value
140922-000006,7679,Jahangir Ali,High,Solved,Solved,Right Now issues,Profiles / Staff Accounts,473,23-09-2014 09:57,22-09-2014 16:14,37749,No Value
140922-000007,7680,Jahangir Ali,Medium,Solved,Solved,Automatic email problem,Analytics,29,23-09-2014 12:24,22-09-2014 17:00,34532,No Value
140922-000008,7681,Bethan Morris,Low,Solved,Solved,Project Overview,Internal Process,473,22-09-2014 17:06,22-09-2014 17:06,37725,No Value
140923-000000,7682,Jahangir Ali,Medium,Solved,Solved,NCVO RN,Profiles / Staff Accounts,473,23-09-2014 09:47,23-09-2014 09:13,36605,No Value
140923-000001,7683,Bethan Morris,Medium,Solved,Solved,Guideposts Moving Forward,Installations and Upgrades,1059,20-04-2016 16:32,23-09-2014 11:15,37754,No Value
140923-000002,7684,Natalie Jones,No Value,Solved,Solved,Management Meetings,Internal Process,473,21-05-2015 13:22,23-09-2014 11:29,37720,No Value
140923-000003,7685,Ross Handby,High,Solved,Solved,Go Live Issues,Other,16183,14-10-2014 14:49,23-09-2014 13:05,37755,No Value
140923-000005,7687,Jahangir Ali,Low,Solved,Solved,Unable to save cases copied from incident 140920-000054,Other,50,29-09-2014 10:19,23-09-2014 15:44,36867,No Value
140924-000000,7688,Jahangir Ali,High,Solved,Solved,Pharmacist Support logins,Profiles / Staff Accounts,473,24-09-2014 12:07,24-09-2014 10:40,37593,No Value
140924-000002,7689,Bethan Morris,Low,Solved,Solved,BRD review,Internal Projects,473,24-09-2014 10:49,24-09-2014 10:49,37725,No Value
140924-000003,7690,Bethan Morris,Low,Solved,Solved,Connection problems - Certus comms,Internal Process,473,24-09-2014 10:53,24-09-2014 10:53,37725,No Value
140924-000004,7691,Bethan Morris,Low,Solved,Solved,Project Tool demo,Internal Process,473,24-09-2014 10:57,24-09-2014 10:57,37725,No Value
140924-000005,7692,Jahangir Ali,High,Solved,Solved,how do i edit the web portal landing page content,Other,27,25-09-2014 09:30,24-09-2014 11:05,36846,No Value
140924-000007,7694,Natalie Jones,Low,Solved,Solved,Prep for Management Meeting,Internal Process,473,21-05-2015 13:01,24-09-2014 11:59,37720,No Value
140924-000008,7695,Jahangir Ali,Medium,Solved,Solved,Delete a record on Hospitality Action,Other,473,24-09-2014 12:47,24-09-2014 12:04,36542,No Value
140924-000009,7696,Bethan Morris,Low,Solved,Solved,Email admin,Internal Process,473,24-09-2014 13:22,24-09-2014 13:22,37725,No Value
140924-000010,7697,Jahangir Ali,Medium,Solved,Solved,Knowledgebase up date Hospitality Action,Answers,473,17-10-2014 09:53,24-09-2014 13:52,36542,No Value
140924-000011,7698,Natalie Jones,No Value,Solved,Solved,Meeting with Ross,Internal Process,473,20-11-2014 11:05,24-09-2014 16:21,37720,No Value
140925-000000,7699,Jahangir Ali,Low,Solved,Solved,Test,Internal Process,473,25-09-2014 16:20,25-09-2014 16:03,1607,No Value
140926-000000,7700,Natalie Jones,Medium,Solved,Solved,Meet with Rusty,Internal Projects,473,21-05-2015 13:23,26-09-2014 09:31,37720,No Value
140926-000002,7702,Bethan Morris,Low,Solved,Solved,VPN setup - WFH,Internal Process,473,26-09-2014 15:06,26-09-2014 15:06,37725,No Value
140926-000004,7703,Natalie Jones,Low,Solved,Solved,PS Weekly catch up,Internal Process,473,21-05-2015 13:02,26-09-2014 15:27,37720,No Value
140926-000006,7705,Mike Griffiths,Low,Solved,Solved,Assist Adam with Demo Config,System Configuration,473,26-09-2014 17:57,26-09-2014 17:57,2748,No Value
140929-000000,7708,Jahangir Ali,Low,Solved,Solved,RightNow Accounts,Profiles / Staff Accounts,50,30-09-2014 13:10,29-09-2014 14:00,36595,No Value
140929-000002,7709,Natalie Jones,Low,Solved,Solved,Travel to/from Caerphilly/Nantgarw,Internal Process,473,21-05-2015 11:23,29-09-2014 16:57,37720,No Value
140929-000003,7710,Natalie Jones,Low,Solved,Solved,Teamwork.com - Admin/Testing/Research/Training,Internal Process,473,21-05-2015 11:22,29-09-2014 17:00,37720,No Value
140930-000001,7711,Jahangir Ali,Low,Solved,Solved,Compiling Rules Error,Workspaces,50,30-09-2014 14:11,30-09-2014 12:14,36595,No Value
140930-000003,7712,Jahangir Ali,High,Solved,Solved,Turn2Us RightNow,Logins,473,30-09-2014 14:50,30-09-2014 14:43,37759,No Value
140930-000005,7714,Jahangir Ali,Medium,Solved,Solved,right now,Other,473,01-10-2014 10:22,30-09-2014 17:07,34362,No Value
141001-000000,7715,Jahangir Ali,Urgent,Solved,Solved,The lighthouse club,Analytics,473,01-10-2014 10:39,01-10-2014 09:54,1243,No Value
141001-000001,7716,Jahangir Ali,High,Solved,Solved,RBL Rightnow,Profiles / Staff Accounts,473,01-10-2014 15:00,01-10-2014 14:18,2722,No Value
141001-000002,7717,Jahangir Ali,High,Solved,Solved,Customer log in the Lighthouse Club,Other,473,05-11-2014 14:01,01-10-2014 15:48,1243,No Value
141002-000000,7718,Jahangir Ali,Medium,Solved,Solved,Accessing emails,Workspaces,15925,03-10-2014 12:05,02-10-2014 11:10,34357,No Value
141002-000001,7719,Jahangir Ali,Urgent,Solved,Solved,Access to RightNow,Profiles / Staff Accounts,473,02-10-2014 13:15,02-10-2014 12:13,34313,No Value
141002-000002,7720,Jahangir Ali,Low,Solved,Solved,Customer Notification Rule ,Other,16183,03-10-2014 10:58,02-10-2014 15:59,36787,No Value
141003-000000,7721,Jahangir Ali,Medium,Solved,Solved,Pharmacist Support TEST access,Profiles / Staff Accounts,29,03-10-2014 16:07,03-10-2014 10:00,3084,No Value
141003-000005,7726,Bethan Morris,Low,Solved,Solved,PS Team Meeting,Internal Process,473,03-10-2014 14:14,03-10-2014 14:14,37725,No Value
141003-000007,7727,Mike Griffiths,No Value,Solved,Solved,MyDeposit Demo,Installations and Upgrades,473,21-05-2015 11:47,03-10-2014 17:49,2748,No Value
141006-000000,7728,Mike Griffiths,Urgent,Solved,Solved,KS reports,Analytics,473,23-03-2015 17:00,06-10-2014 10:48,36605,No Value
141006-000001,7729,Jahangir Ali,Low,Solved,Solved,Missing Mail Merge button on TLC RightNow,Custom Objects,473,22-10-2014 09:25,06-10-2014 11:54,37256,No Value
141007-000000,7730,Mike Griffiths,Low,Solved,Solved,Trouble logging in,Profiles / Staff Accounts,1760,07-10-2014 11:35,07-10-2014 10:15,36911,No Value
141007-000001,7731,Jahangir Ali,High,Solved,Solved,URGENT! Mandatory Fields,Customer Portal,1760,28-10-2014 15:55,07-10-2014 14:47,36694,No Value
141007-000002,7732,Mike Griffiths,Low,Solved,Solved,Chat session,Other,16697,07-10-2014 16:10,07-10-2014 16:10,37764,No Value
141007-000003,7733,Mike Griffiths,Medium,Solved,Solved,HA RN,Profiles / Staff Accounts,473,08-10-2014 10:23,07-10-2014 17:58,36605,No Value
141008-000000,7734,Michael Warman,No Value,Solved,Solved,BA Training for Teamwork,Other,473,20-10-2014 05:02,08-10-2014 11:44,37593,No Value
141008-000002,7736,Mike Griffiths,High,Solved,Solved,Locked out of TRBL RN,Profiles / Staff Accounts,473,09-10-2014 11:22,08-10-2014 18:21,36183,No Value
141008-000003,7737,Mike Griffiths,High,Solved,Solved,Locked out of NCVO RN,Profiles / Staff Accounts,473,09-10-2014 11:35,08-10-2014 18:22,36183,No Value
141009-000000,7738,Jahangir Ali,High,Solved,Solved,CABA Live Chat,Agent Desktop,473,20-10-2014 13:36,09-10-2014 10:52,36605,No Value
141009-000002,7739,Mike Griffiths,Low,Solved,Solved,TATA Report - Not supplied (on Dropbox),Analytics,16231,09-10-2014 13:49,09-10-2014 12:11,36840,No Value
141009-000003,7740,Mike Griffiths,Urgent,Solved,Solved,Right Now issues,Other,473,09-10-2014 17:14,09-10-2014 13:47,34884,No Value
141009-000005,7742,Bethan Morris,Low,Solved,Solved,Change Request - RBL CMS integration phase 2,Other,50,15-04-2015 10:41,09-10-2014 15:13,36597,No Value
141009-000006,7743,Mike Griffiths,Low,Solved,Solved,Confirmation Problem has been solved,Customer Portal,1760,09-10-2014 17:28,09-10-2014 16:00,36694,No Value
